1429	nmf	NMF (Non-negative MF)
1430	timesvd	TimeSVD++: temporal dynamics
1431	factorization_machines	Factorization Machines (FM): feature interaction
1432	field_aware_fm	Field-aware FM (FFM)
1433	ncf	NCF: GMF + MLP branches combined (NeuMF)
1434	deep_mf	Deep MF: deep feature learning
1435	autorec	AutoRec: autoencoder for CF
1436	cdae	CDAE (Collaborative Denoising Autoencoder)
1437	ease	EASE: embarrassingly shallow autoencoder
1438	gru4rec	GRU4Rec: RNN for session-based recommendation
1439	narm	NARM: attention-based GRU
1440	s3_rec	S3-Rec: self-supervised pre-training
1441	position_aware_attention	Position-aware attention
1442	user_tower	User tower: user features → user embedding
1444	hard_negative_mining	Hard negative mining
1445	feature_engineering_for_each_tower	Feature engineering for each tower
1446	dssm_youtubenet	DSSM, YoutubeNet
1448	wide_component	Wide component: memorization (cross-product features)
1449	deep_component	Deep component: generalization
1450	google_play_recommendation	Google Play recommendation
1451	dcn_v2	DCN v2: improved cross network
1452	xdeepfm	xDeepFM: CIN (Compressed Interaction Network)
1453	autoint	AutoInt: self-attention for feature interaction
1454	dlrm	DLRM (Deep Learning Recommendation Model — Meta)
1455	lr_fm_deepfm_dcn_dien	LR → FM → DeepFM → DCN → DIEN
1458	target_attention_for_user_behavior_modeling	Target attention for user behavior modeling
1459	stage_1	Stage 1: Candidate Generation / Retrieval (millions → thousands)
1460	stage_2	Stage 2: Rough Ranking / Pre-ranking (thousands → hundreds)
1461	stage_3	Stage 3: Fine Ranking (hundreds → dozens)
1462	stage_4	Stage 4: Re-ranking, filtering, diversity injection
1463	calibration_between_stages	Calibration between stages
1465	pairwise	Pairwise: BPR, RankNet, LambdaRank
1466	listwise	Listwise: ListNet, LambdaMART, NDCG optimization
1467	lambdamart	LambdaMART: gradient boosting for ranking
1468	direct_ndcg_optimization_challenges	Direct NDCG optimization challenges (non-differentiable)
1469	kg_based_cf	KG-based CF: RippleNet, KGCN, KGNN-LS
1470	entity_and_relation_embeddings	Entity and relation embeddings
1471	path_based_reasoning	Path-based reasoning
1472	kgat	KGAT: knowledge graph attention network
1473	pinsage	PinSage: GraphSAGE for Pinterest
1474	ngcf	NGCF: high-order connectivity
1475	lightgcn	LightGCN: simplified GCN (no feature transformation)
1476	dgcf	DGCF: disentangled graph CF
1477	bipartite_graph	Bipartite graph: users and items
1478	context	Context: time, location, device, session
1479	cars	CARS (Context-Aware Recommender Systems)
1480	multi_armed_bandit	Multi-Armed Bandit (MAB): ε-greedy, UCB, Thompson Sampling
1481	explore_exploit_in_news_ad_recommendation	Explore-exploit in news/ad recommendation
1482	off_policy_evaluation	Off-policy evaluation: IPS (Inverse Propensity Scoring)
1483	counterfactual_learning	Counterfactual learning
1484	shared_bottom_architecture	Shared bottom architecture
1485	ple	PLE (Progressive Layered Extraction)
1486	objectives	Objectives: CTR, CVR, dwell time, satisfaction
1487	task_weighting_strategies	Task weighting strategies
1488	p5	P5: prompting for recommendation as text generation
1489	tallrec	TALLRec: text alignment for LLM recommendation
1490	bigrec_llara	BIGRec, LLaRA
1491	semantic_ids	Semantic IDs (indexing items for LLMs)
1492	online_vs_offline_features	Online vs offline features
1493	feature_store	Feature store: Feast, Tecton, Vertex AI Feature Store
1494	near_real_time_feature_computation	Near-real-time feature computation
1495	feature_freshness_trade_offs	Feature freshness trade-offs
1496	embeddings_storage_and_retrieval_at_scale	Embeddings storage and retrieval at scale
1497	markov_decision_process	Markov Decision Process (MDP): states, actions, transition probabilities, rewards, discount factor γ
1498	partially_observable_mdp	Partially Observable MDP (POMDP)
1499	return_value_function_v	Return, value function V(s), action-value function Q(s,a)
1500	bellman_expectation_equation_bellman_optimality_	Bellman expectation equation, Bellman optimality equation
1501	policy	Policy: deterministic vs stochastic
1503	dynamic_programming	Dynamic programming: policy evaluation, policy iteration, value iteration
1504	monte_carlo_methods	Monte Carlo methods: first-visit, every-visit, off-policy with importance sampling
1505	temporal_difference	Temporal Difference (TD) learning: TD(0), TD(λ), eligibility traces
1506	q_learning	Q-learning: off-policy TD control, convergence guarantees
1507	sarsa	SARSA: on-policy TD control
1508	n_step_methods	n-step methods
1509	dqn	DQN (Deep Q-Network): experience replay, target network, Huber loss
1510	double_dqn	Double DQN: overestimation bias correction
1511	dueling_dqn	Dueling DQN: separate value & advantage streams
1512	prioritized_experience_replay	Prioritized experience replay
1513	rainbow_dqn	Rainbow DQN: combining multiple improvements
1514	c51_qr_dqn	C51 / QR-DQN: distributional RL
1515	noisy_networks	Noisy Networks: parametric noise for exploration
1516	reinforce_algorithm	REINFORCE algorithm: likelihood ratio gradient, baseline subtraction
1517	actor_critic_methods	Actor-Critic methods: separate policy (actor) & value (critic) networks
1518	a2c	A2C (Advantage Actor-Critic), A3C (Asynchronous A3C)
1519	gae	GAE (Generalized Advantage Estimation): λ-weighted advantage
1520	ppo	PPO (Proximal Policy Optimization): clipped surrogate objective, trust region alternative
1521	trpo	TRPO (Trust Region Policy Optimization): KL divergence constraint, conjugate gradient
1522	sac	SAC (Soft Actor-Critic): maximum entropy RL, temperature α, continuous action spaces
1523	td3	TD3 (Twin Delayed DDPG): clipped double Q, delayed policy updates, target smoothing
1524	ddpg	DDPG (Deep Deterministic Policy Gradient): continuous actions, actor-critic
1525	world_models	World models: learning dynamics models, Dreamer (v1, v2, v3)
1526	dyna_architecture	Dyna architecture: model-based data augmentation
1527	mbpo	MBPO (Model-Based Policy Optimization)
1528	muzero	MuZero: learned model without explicit state representation
1529	planning_with_learned_models	Planning with learned models: Monte Carlo Tree Search (MCTS)
1530	multi_agent_rl	Multi-agent RL: cooperative, competitive, mixed, MAPPO, QMIX
1531	inverse_rl	Inverse RL: learning reward functions from expert demonstrations
1532	imitation_learning	Imitation learning: behavioral cloning, DAgger (Dataset Aggregation)
1533	offline_rl	Offline RL: learning from fixed datasets, CQL (Conservative Q-Learning), IQL, Decision Transformer
1534	hierarchical_rl	Hierarchical RL: options framework, feudal networks, goal-conditioned RL
1535	reward_shaping	Reward shaping: potential-based shaping
1536	curriculum_learning_in_rl	Curriculum learning in RL: automatic curriculum
1537	meta_rl	Meta-RL: learning to learn, MAML for RL, RL²
1538	sim_to_real_transfer	Sim-to-real transfer: domain randomization, system identification
1539	rlhf	RLHF (connection to LLM alignment — see Section 28)
1540	safe_rl	Safe RL: constrained MDPs, risk-sensitive RL
1541	agent_environment_state_action_reward_policy	Agent, environment, state, action, reward, policy
1543	markov_property	Markov property
1544	return	Return: discounted cumulative reward
1545	discount_factor_and_horizon_trade_offs	Discount factor γ and horizon trade-offs
1546	optimal_policy_bellman_equation	Optimal policy, Bellman equation
1547	policy_evaluation_policy_improvement	Policy evaluation, policy improvement
1548	td	TD(0) update rule
1549	expected_sarsa	Expected SARSA
1550	experience_replay_buffer	Experience replay buffer
1551	target_network	Target network: fixed for stability
1552	epsilon_greedy_exploration	Epsilon-greedy exploration
1556	baseline_subtraction_for_variance_reduction	Baseline subtraction for variance reduction
1557	dyna_q	Dyna-Q: planning with learned model
1560	alphazero	AlphaZero: MCTS + neural network
1561	ctde	CTDE (Centralized Training, Decentralized Execution)
1562	qmix_vdn	QMIX, VDN: value decomposition
1563	maddpg	MADDPG: multi-agent DDPG
1564	learning_from_fixed_dataset	Learning from fixed dataset (no environment interaction)
1565	distribution_shift_problem	Distribution shift problem
1566	decision_transformer	Decision Transformer: RL as sequence modeling
1567	trajectory_transformer	Trajectory Transformer
1568	graph_representations	Graph representations: adjacency matrix, adjacency list, edge list
1569	node_features_edge_features_graph_level_features	Node features, edge features, graph-level features
1570	message_passing_framework	Message passing framework: aggregate, update, readout
1571	over_smoothing_over_squashing_problems	Over-smoothing & over-squashing problems
1572	gcn	GCN (Graph Convolutional Network): spectral motivation, normalized adjacency
1573	graphsage	GraphSAGE: sampling & aggregation (mean, LSTM, pooling)
1574	gat	GAT (Graph Attention Network): attention coefficients for neighbours
1575	gin	GIN (Graph Isomorphism Network): WL test connection, sum aggregation
1576	gatedgcn_pna	GatedGCN, PNA (Principal Neighbourhood Aggregation)
1577	graph_transformers	Graph Transformers: Graphormer, GPS (General Powerful Scalable)
1578	heterogeneous_gnns	Heterogeneous GNNs: R-GCN (Relational GCN), HAN (Heterogeneous Attention Network)
1579	temporal_dynamic_gnns	Temporal/dynamic GNNs: TGAT, TGN
1580	node_classification	Node classification: semi-supervised setting (Cora, Citeseer, PubMed)
1581	link_prediction	Link prediction: knowledge graph completion, recommendation
1582	graph_classification	Graph classification: molecular property prediction, social network analysis
1583	graph_generation	Graph generation: GraphRNN, molecular generation (GCPN, MolGAN, DiGress)
1584	community_detection_with_gnns	Community detection with GNNs
1585	traffic_prediction_fraud_detection_on_graphs	Traffic prediction, fraud detection on graphs
1586	knowledge_graph_structure	Knowledge graph structure: entities, relations, triples (h, r, t)
1587	knowledge_graph_embeddings	Knowledge graph embeddings: TransE, TransR, DistMult, ComplEx, RotatE
1588	knowledge_graph_completion	Knowledge graph completion (link prediction)
1589	knowledge_grounded_nlp	Knowledge-grounded NLP: ERNIE, K-BERT, KGAT
1590	ontology_learning_reasoning	Ontology learning & reasoning
1591	graph_representation	Graph representation: nodes, edges, adjacency matrix, degree matrix
1592	spectral_graph_convolution	Spectral graph convolution
1593	spatial_graph_convolution	Spatial graph convolution
1596	mpnn	MPNN (Message Passing Neural Network)
1597	edge_convolution	Edge convolution (DGCNN)
1598	node_classification_link_prediction_graph_classi	Node classification, link prediction, graph classification
1599	oversmoothing_problem	Oversmoothing problem
1600	scalability	Scalability: mini-batch graph training
1601	heterogeneous_graphs	Heterogeneous graphs
1602	time_series_components	Time series components: trend, seasonality, cyclic, residual
1603	decomposition	Decomposition: additive vs multiplicative, STL decomposition
1604	stationarity	Stationarity: ADF test (Augmented Dickey-Fuller), KPSS test, differencing
1605	autocorrelation	Autocorrelation (ACF) & partial autocorrelation (PACF)
1606	ar	AR (AutoRegressive), MA (Moving Average), ARMA, ARIMA, SARIMA
1607	exponential_smoothing	Exponential smoothing: simple, Holt (trend), Holt-Winters (trend + seasonality), ETS framework
1608	var	VAR (Vector AutoRegression) for multivariate time series
1609	garch_models	GARCH models: volatility modeling in finance
1610	prophet	Prophet (Facebook/Meta): additive model, changepoints, holidays, Fourier terms
1611	rnn_lstm_gru_for_time_series	RNN/LSTM/GRU for time series (see Section 20)
1612	temporal_convolutional_networks	Temporal Convolutional Networks (TCN): causal convolutions, dilated convolutions
1613	wavenet_architecture	WaveNet architecture
1614	deepar	DeepAR: autoregressive probabilistic forecasting
1615	n_beats	N-BEATS: basis expansion, interpretable stacks
1616	n_hits	N-HiTS: hierarchical interpolation
1617	temporal_fusion_transformers	Temporal Fusion Transformers (TFT): multi-horizon, variable selection, interpretable attention
1618	informer_autoformer_fedformer_patchtst	Informer, Autoformer, FEDformer, PatchTST: Transformer variants for long-horizon forecasting
1619	timesnet	TimesNet: temporal 2D-variation modeling
1620	timegpt_chronos_moirai	TimeGPT, Chronos, Moirai: foundation models for time series
1621	statistical_methods	Statistical methods: z-score, moving average deviation, control charts
1622	machine_learning	Machine learning: Isolation Forest on rolling features, autoencoder reconstruction error
1623	deep_learning	Deep learning: LSTM-based anomaly detection, Transformer-based (Anomaly Transformer)
1624	change_point_detection	Change point detection: PELT, Bayesian online changepoint detection, ruptures library
1625	metrics	Metrics: MAE, RMSE, MAPE, sMAPE, MASE, weighted quantile loss (WQL)
1626	backtesting	Backtesting: expanding window, sliding window, purged cross-validation
1627	probabilistic_forecasting	Probabilistic forecasting: prediction intervals, quantile regression, conformal prediction
1628	multi_step_forecasting	Multi-step forecasting: direct, recursive, MIMO strategies
1629	feature_engineering_for_time_series	Feature engineering for time series: lag features, rolling statistics, date features, Fourier features
1632	variational_inference	Variational inference: ELBO, mean-field approximation, amortized VI
1633	mcmc	MCMC: Metropolis-Hastings, Gibbs sampling, Hamiltonian Monte Carlo (HMC), NUTS (No-U-Turn Sampler)
1634	diagnostics	Diagnostics: trace plots, R-hat, effective sample size, divergences
1635	gp_definition	GP definition: mean function, covariance (kernel) function
1636	common_kernels	Common kernels: RBF/SE, Matérn, periodic, linear, polynomial, spectral mixture
1637	gp_regression	GP regression: posterior predictive distribution, marginal likelihood
1638	gp_classification	GP classification: Laplace approximation, variational inference
1639	sparse_gps	Sparse GPs: inducing points, FITC, SVGP
1640	scalable_gps	Scalable GPs: random Fourier features, Kronecker structure, GPyTorch
1641	deep_gaussian_processes	Deep Gaussian Processes
1642	gps_for_bayesian_optimization	GPs for Bayesian optimization (see Section 5.5)
1643	weight_uncertainty	Weight uncertainty: prior over weights, posterior inference
1644	bayes_by_backprop	Bayes by Backprop (variational inference for NNs)
1645	mc_dropout	MC-Dropout: dropout as approximate Bayesian inference
1646	deep_ensembles_as_approximate_bayesian_methods	Deep ensembles as approximate Bayesian methods
1647	stochastic_weight_averaging_gaussian	Stochastic Weight Averaging - Gaussian (SWAG)
1648	laplace_approximation_for_neural_networks	Laplace approximation for neural networks
1649	uncertainty_quantification	Uncertainty quantification: aleatoric vs epistemic uncertainty
1650	pymc_pymc3	PyMC / PyMC3: model specification, inference, posterior analysis
1651	stan	Stan: HMC/NUTS, PyStan, CmdStan
1652	numpyro_pyro	NumPyro / Pyro: probabilistic programming on JAX/PyTorch
1653	tensorflow_probability	TensorFlow Probability
1654	edward2	Edward2
1655	digital_audio	Digital audio: sampling rate, bit depth, waveforms
1656	feature_extraction	Feature extraction: MFCCs (Mel-Frequency Cepstral Coefficients), mel spectrograms, log-mel spectrograms, filter banks
1657	short_time_fourier_transform	Short-Time Fourier Transform (STFT), spectrogram
1658	audio_preprocessing	Audio preprocessing: noise reduction, VAD (Voice Activity Detection), normalization
1659	traditional_pipeline	Traditional pipeline: acoustic model, language model, decoder
1660	end_to_end_asr	End-to-end ASR: CTC-based (DeepSpeech, QuartzNet), attention-based (LAS - Listen Attend Spell)
1661	conformer	Conformer: CNN + Transformer hybrid for speech
1662	wav2vec_2_0	Wav2Vec 2.0: self-supervised pretraining, contrastive learning + masking
1665	streaming_online_asr	Streaming / online ASR: RNN-T (RNN Transducer), fast conformer
1666	language_model_integration	Language model integration: shallow fusion, deep fusion
1668	traditional	Traditional: concatenative synthesis, parametric synthesis (HMM-based)
1669	neural_tts	Neural TTS: Tacotron, Tacotron 2 (spectrogram prediction + vocoder)
1670	vocoders	Vocoders: WaveNet, WaveRNN, WaveGlow, HiFi-GAN, Vocos
1671	non_autoregressive_tts	Non-autoregressive TTS: FastSpeech, FastSpeech 2, VITS
1672	zero_shot_tts_voice_cloning	Zero-shot TTS / voice cloning: VALL-E, Bark, XTTS, StyleTTS 2
1674	speaker_verification_identification	Speaker verification / identification: speaker embeddings, x-vectors, ECAPA-TDNN
1675	speaker_diarization	Speaker diarization: who spoke when, EEND, clustering-based
1676	audio_classification	Audio classification: environmental sounds, AudioSet, PANNs, AST (Audio Spectrogram Transformer)
1677	music_generation	Music generation: Jukebox, MusicLM, MusicGen, Stable Audio
1678	audio_language_models	Audio-language models: CLAP (contrastive language-audio pretraining)
1679	sound_event_detection_localization	Sound event detection & localization
1680	mlflow	MLflow: tracking, projects, models, registry
1681	weights_biases	Weights & Biases (W&B): experiments, sweeps, artifacts, reports
1682	neptune_ai_comet_ml_clearml	Neptune.ai, Comet ML, ClearML
1683	model_versioning_lineage_tracking	Model versioning & lineage tracking
1684	artifact_management	Artifact management: datasets, models, checkpoints
1685	pipeline_concepts	Pipeline concepts: DAGs, steps, artifacts, caching
1686	apache_airflow	Apache Airflow: DAGs, operators, sensors, scheduling
1687	kubeflow_pipelines	Kubeflow Pipelines: Kubernetes-native, components, experiments
1688	prefect_dagster	Prefect, Dagster: modern orchestrators
1689	vertex_ai_pipelines	Vertex AI Pipelines (GCP), SageMaker Pipelines (AWS), Azure ML Pipelines
1690	zenml	ZenML: MLOps framework integration
1691	feature_stores	Feature stores: Feast, Tecton, Hopsworks — offline & online serving, feature consistency
1692	serving_frameworks	Serving frameworks: TensorFlow Serving, TorchServe, Triton Inference Server, BentoML, Seldon Core, KServe
1693	rest_api_serving	REST API serving: Flask, FastAPI, Django
1694	grpc_for_low_latency_serving	gRPC for low-latency serving
1695	batch_vs_real_time_inference	Batch vs real-time inference
1696	edge_deployment	Edge deployment: TF Lite, ONNX Runtime, CoreML, TensorRT, OpenVINO
1697	model_format_conversion	Model format conversion: ONNX as interchange format
1698	a_b_testing_canary_deployments_shadow_deployment	A/B testing, canary deployments, shadow deployments, blue-green deployments
1699	feature_flags_for_ml_models	Feature flags for ML models
1700	docker	Docker: images, containers, Dockerfile, multi-stage builds, GPU support (nvidia-docker)
1701	kubernetes	Kubernetes: pods, services, deployments, horizontal pod autoscaling, GPU scheduling
1702	helm_charts_for_ml_deployments	Helm charts for ML deployments
1703	infrastructure_as_code	Infrastructure as Code: Terraform, Pulumi
1704	cloud_ml_platforms	Cloud ML platforms: AWS SageMaker, GCP Vertex AI, Azure ML, Databricks
1705	gpu_cluster_management	GPU cluster management: SLURM, Ray cluster
1706	data_drift_detection	Data drift detection: statistical tests (KS, PSI, chi-squared), monitoring dashboards
1707	concept_drift	Concept drift: sudden, gradual, incremental, recurring
1708	model_performance_monitoring	Model performance monitoring: accuracy degradation, latency, throughput
1709	prediction_logging_auditing	Prediction logging & auditing
1710	tools	Tools: Evidently AI, WhyLabs, Arize, Fiddler, NannyML
1711	alerting_automated_retraining_triggers	Alerting & automated retraining triggers
1712	dvc	DVC (Data Version Control): data & model versioning, remotes, pipelines
1713	lakefs	LakeFS: git-like data versioning for data lakes
1714	delta_lake	Delta Lake: ACID transactions on data lakes
1715	reproducibility_checklist	Reproducibility checklist: random seeds, environment pinning, deterministic operations, config files (Hydra, OmegaConf)
1716	continuous_integration	Continuous integration: automated testing (unit, integration, model validation)
1717	continuous_delivery	Continuous delivery: automated model deployment pipeline
1718	model_validation_gates	Model validation gates: performance thresholds, fairness checks, latency checks
1719	github_actions_gitlab_ci_jenkins_for_ml	GitHub Actions, GitLab CI, Jenkins for ML
1720	testing_ml_code	Testing ML code: data validation tests, model performance tests, integration tests, smoke tests
1721	requirements_gathering	Requirements gathering: latency, throughput, accuracy, fairness
1722	data_pipeline_design	Data pipeline design
1723	feedback_loop_design	Feedback loop design
1724	failure_mode_analysis	Failure mode analysis
1725	chip_huyen_s_ml_system_design_framework	Chip Huyen's ML system design framework
1726	ddp	DDP (Distributed Data Parallel): gradients all-reduce
1727	fsdp	FSDP (Fully Sharded Data Parallel): shards params, grads, optimizer states
1728	zero	ZeRO (DeepSpeed): Stage 1, 2, 3
1729	tensor_parallelism	Tensor Parallelism: split layer matrices across devices (Megatron-LM)
1730	pipeline_parallelism	Pipeline Parallelism: split layers across devices, micro-batches
1731	gpipe_pipedream_chimera	GPipe, PipeDream, Chimera
1732	expert_parallelism_for_moe_models	Expert Parallelism for MoE models
1733	3d_parallelism	3D parallelism: DP + TP + PP
1734	all_reduce_all_gather_reduce_scatter	All-Reduce, All-Gather, Reduce-Scatter
1735	nccl_gloo_backends	NCCL, GLOO backends
1736	ring_allreduce	Ring-AllReduce
1737	nvlink_infiniband	NVLink, InfiniBand
1738	magnitude_pruning_gradient_based_pruning	Magnitude pruning, gradient-based pruning
1739	knowledge_distillation	Knowledge Distillation: soft labels, teacher-student
1740	self_distillation_online_distillation	Self-distillation, online distillation
1741	quantization	Quantization (see LLM Inference section)
1742	low_rank_factorization_of_weight_matrices	Low-rank factorization of weight matrices
1743	experiment_tracking	Experiment tracking: MLflow, Weights & Biases, Comet ML
1744	logging_metrics_hyperparameters_artifacts	Logging metrics, hyperparameters, artifacts
1745	model_registry	Model registry
1746	onnx_export_for_cross_framework_deployment	ONNX export for cross-framework deployment
1747	batching_strategies	Batching strategies: static, dynamic, adaptive
1748	blue_green_deployment_canary_releases	Blue-green deployment, canary releases
1749	shadow_deployment	Shadow deployment
1750	a_b_testing_for_ml_models	A/B testing for ML models
1751	lambda_architecture	Lambda architecture: batch + streaming
1752	kappa_architecture	Kappa architecture: streaming only
1753	kafka_for_real_time_feature_pipelines	Kafka for real-time feature pipelines
1754	spark_for_large_scale_feature_computation	Spark for large-scale feature computation
1756	concept_drift_detection	Concept drift detection: DDM, ADWIN
1757	feature_importance_drift	Feature importance drift
1758	alerting_and_slos	Alerting and SLOs
1759	ml_pipelines	ML pipelines: Kubeflow, MLflow Pipelines, Airflow
1760	testing	Testing: unit tests for transforms, model training tests
1761	model_governance_and_approval_workflows	Model governance and approval workflows
1762	gpu_memory_management	GPU memory management: activations, parameters, gradients, optimizer states
1763	kubernetes_for_ml_workloads	Kubernetes for ML workloads
1764	spot_instances_and_preemption_handling	Spot instances and preemption handling
1765	training_cost_estimation	Training cost estimation
1769	step_4	Step 4: Feature engineering — user features, item features, context features, cross features, real-time vs batch features
1770	step_5	Step 5: Model selection — baseline model, iteration plan, tradeoffs (complexity vs latency vs interpretability)
1771	step_6	Step 6: Training — loss function, training data construction (positive/negative sampling), training infrastructure
1772	step_7	Step 7: Evaluation — offline evaluation, online evaluation (A/B testing), slice analysis
1773	step_8	Step 8: Deployment — serving infrastructure, batch vs online, model updates, rollback strategy
1774	step_9	Step 9: Monitoring — data drift, model drift, feedback loops, retraining cadence
1775	search_ranking_system	Search ranking system (Google, Bing)
1776	ads_click_through_rate	Ads click-through rate (CTR) prediction
1777	news_feed_content_ranking	News feed / content ranking (Facebook, Twitter / X, TikTok)
1778	e_commerce_product_recommendation	E-commerce product recommendation
1779	video_recommendation	Video recommendation (YouTube, Netflix)
1780	ride_matching_eta_prediction	Ride matching / ETA prediction (Uber, Lyft)
1781	fraud_detection_system	Fraud detection system (payments, transactions)
1782	spam_harmful_content_detection	Spam / harmful content detection
1783	autocomplete_query_suggestion	Autocomplete / query suggestion
1784	notification_delivery_optimization	Notification delivery optimization
1785	people_you_may_know	People You May Know (PYMK) / friend suggestion
1786	job_recommendation	Job recommendation (LinkedIn)
1787	image_search_visual_search	Image search / visual search
1788	chatbot_conversational_ai_system	Chatbot / conversational AI system
1789	review_quality_helpfulness_prediction	Review quality / helpfulness prediction
1790	content_moderation_pipeline	Content moderation pipeline (text, image, video)
1791	dynamic_pricing_surge_pricing	Dynamic pricing / surge pricing
1792	3_data_collection_and_annotation	3. Data collection and annotation
1793	6_offline_evaluation_metrics	6. Offline evaluation metrics
1794	7_online_serving_architecture	7. Online serving architecture
1795	instagram_feed_ranking	Instagram Feed Ranking
1796	music_recommendation	Music recommendation (Spotify)
1797	web_search_ranking	Web search ranking
1798	e_commerce_search	E-commerce search (semantic + keyword)
1799	pinterest_visual_search	Pinterest visual search
1800	ad_ranking_auction	Ad ranking / auction
1801	spam_classifier	Spam classifier
1802	sentiment_analysis_at_scale	Sentiment analysis at scale
1803	document_classification	Document classification
1804	machine_translation_system	Machine translation system
1805	qa_system	QA system
1806	ocr_pipeline	OCR pipeline
1807	medical_image_diagnosis	Medical image diagnosis
1808	bot_detection	Bot detection
1809	fake_news_misinformation_detection	Fake news / misinformation detection
1810	precision_vs_recall	Precision vs Recall (and which matters more for the product)
1811	types_of_bias	Types of bias: historical, representation, measurement, aggregation, evaluation, deployment
1812	fairness_definitions	Fairness definitions: demographic parity, equalized odds, equality of opportunity, individual fairness, counterfactual fairness
1813	impossibility_theorem	Impossibility theorem: incompatibility of fairness criteria
1814	bias_detection	Bias detection: disparate impact analysis, fairness metrics by subgroup
1815	bias_mitigation	Bias mitigation: pre-processing (resampling, reweighting), in-processing (adversarial debiasing, fairness constraints), post-processing (threshold adjustment)
1817	model_agnostic_methods	Model-agnostic methods: LIME (Local Interpretable Model-Agnostic Explanations), SHAP (SHapley Additive exPlanations), partial dependence plots (PDP), accumulated local effects (ALE), permutation importance
1818	model_specific	Model-specific: attention visualization, gradient-based methods (saliency maps, Grad-CAM, Integrated Gradients), concept-based explanations (TCAV)
1819	rule_extraction_from_neural_networks	Rule extraction from neural networks
1820	counterfactual_explanations	Counterfactual explanations
1821	shap	SHAP: Kernel SHAP, Tree SHAP, Deep SHAP, interaction values
